	Node1	Node2	CPD
4472	PWY-6224	PWY-5427	salicylate
4473	PWY-6224	PWY-7469	gentisate
4474	PWY-6224	PWY-6223	gentisate
4475	PWY-5408	PWY-5997	&alpha;-linolenate||Alpha-linolenoyl-groups|
4476	PWY-5408	PWY-5995	linoleate
4477	PWY-5757	GLYCOLYSIS	phosphoenolpyruvate
4478	PWY-5816	PWY-5891	all-trans-undecaprenyl diphosphate
4479	PWY-5816	PWY-5123	(2E,6E)-farnesyl diphosphate
4480	PWY-6861	PWY-6857	|RPB-Retinol|
4481	CATECHOL-ORTHO-CLEAVAGE-PWY	PWY-2421	catechol
4482	CATECHOL-ORTHO-CLEAVAGE-PWY	PWY-2361	3-oxoadipate
4483	CATECHOL-ORTHO-CLEAVAGE-PWY	PWY-6079	catechol
4484	CATECHOL-ORTHO-CLEAVAGE-PWY	PWY-2503	catechol
4485	CATECHOL-ORTHO-CLEAVAGE-PWY	P661-PWY	catechol
4486	PWY-7160	PWY-3101	myricetin
4487	PWY-7160	PWY-5391	myricetin
4488	PWY-6111	FAO-PWY	|Long-Chain-Acyl-CoAs|
4489	PWY-7666	TRIGLSYN-PWY	DIACYLGLYCEROL
4490	PWY-7666	PWY-7343	UDP-&alpha;-D-glucose
4491	PWY-5707	VALDEG-PWY	methylacrylyl-CoA
4492	PWY-5707	GLUTATHIONESYN-PWY	glutathione
4493	PWY-7561	TYRSYN	L-tyrosine
4494	PWY-7561	PWY-3461	L-tyrosine
4495	PWY-6263	PWY-5123	(2E,6E)-farnesyl diphosphate
4496	PWY-5940	DTDPRHAMSYN-PWY	dTDP-&beta;-L-rhamnose
4497	PWY-5940	PWY-2301	<I>myo</I>-inositol
4498	PWY-6498	PWY-6481	L-dopachrome
4499	PWY-5035	PWY-6477	gibberellin A<sub>20</sub>
4500	PWY-5035	PWY-6494	gibberellin A<sub>20</sub>
4501	PWY-5035	PWY-5034	gibberellin A<sub>12</sub>
4502	PWY-5035	PWY-5053	gibberellin A<sub>12</sub>
4503	PWY-5035	PWY-7232	gibberellin A<sub>20</sub>
4504	P561-PWY	PROUT-PWY	L-proline
4505	4AMINOBUTMETAB-PWY	PWY-5742	4-aminobutanoate
4506	4AMINOBUTMETAB-PWY	PUTDEG-PWY	4-aminobutanoate
4507	4AMINOBUTMETAB-PWY	TCA	succinate
4508	4AMINOBUTMETAB-PWY	PWY0-1221	4-aminobutanoate
4509	4AMINOBUTMETAB-PWY	PWY-3	4-aminobutanoate
4510	PWY-5526	PWY-7159	3,8-divinyl chlorophyllide a
4511	PWY-5526	PWY-5531	3,8-divinyl chlorophyllide a
4512	PWY-5526	CHLOROPHYLL-SYN	3,8-divinyl chlorophyllide a
4513	PWY-5453	THRDLCTCAT-PWY	methylglyoxal
4514	PWY-5453	PWY-5451	methylglyoxal
4515	CITRULBIO-PWY	PROSYN-PWY	L-proline
4516	CITRULBIO-PWY	GLNSYN-PWY	L-glutamine
4517	CITRULBIO-PWY	ARGININE-SYN4-PWY	L-arginine
4518	P562-PWY	GLYCOLYSIS	glycerone phosphate
4519	P562-PWY	TCA	acetyl-CoA
4520	PWY-7755	PWY-7754	deoxycholate|lithocholate
4521	PWY-7344	PWY-7343	UDP-&alpha;-D-glucose
4522	PWY-7344	PWY-6557	UDP-&alpha;-D-galactose
4523	PWY0-1300	MANNCAT-PWY	&alpha;-D-mannopyranose 6-phosphate
4524	PWY0-1300	COLANSYN-PWY	&alpha;-D-mannopyranose 6-phosphate
4525	PWY-5094	PWY1F-FLAVSYN	(2S)-naringenin
4526	PWY-5136	PWY-5138	L-3-HYDROXYACYL-COA|ACYL-COA||2-trans-4-cis-dienoyl-CoAs||D-3-HYDROXYACYL-COA
4527	PWY-5136	PWY-5137	TRANS-D2-ENOYL-COA
4528	PWY-5136	PWY-6837	|cis-5-enoyl-CoA||TRANS-D2-ENOYL-COA
4529	PWY-7307	PWY-7292	3-trans,5-cis-tetradecadienoyl-CoA
4530	PWY-7307	PWY-7288	TRANS-D2-ENOYL-COA|2-trans-tetradecenoyl-CoA
4531	MANNCAT-PWY	GLYCOLYSIS	&beta;-D-fructofuranose 6-phosphate
4532	MANNCAT-PWY	PWY-5484	&beta;-D-fructofuranose 6-phosphate
4533	MANNCAT-PWY	PWY0-1300	&alpha;-D-mannopyranose 6-phosphate
4534	BSUBPOLYAMSYN-PWY	PWY-6753	S-methyl-5'-thioadenosine
4535	BSUBPOLYAMSYN-PWY	PWY-7270	S-adenosyl-L-methionine
4536	BSUBPOLYAMSYN-PWY	PWY-4121	spermidine
4537	BSUBPOLYAMSYN-PWY	SAM-PWY	S-adenosyl-L-methionine
4538	BSUBPOLYAMSYN-PWY	PWY-6289	spermidine
4539	BSUBPOLYAMSYN-PWY	PWY-5907	spermidine
4540	BSUBPOLYAMSYN-PWY	PWY-43	putrescine
4541	BSUBPOLYAMSYN-PWY	PWY-6305	putrescine
4542	BSUBPOLYAMSYN-PWY	PWY-6754	S-methyl-5'-thioadenosine
4543	BSUBPOLYAMSYN-PWY	PWY-3981	spermidine
4544	BSUBPOLYAMSYN-PWY	PWY0-1391	S-methyl-5'-thioadenosine
4545	BSUBPOLYAMSYN-PWY	ARGSPECAT-PWY	spermidine
4546	BSUBPOLYAMSYN-PWY	PWY-6756	S-methyl-5'-thioadenosine
4547	BSUBPOLYAMSYN-PWY	PWY-46	putrescine
4548	BSUBPOLYAMSYN-PWY	PWY-40	putrescine
4549	PWY-7084	AMMOXID-PWY	nitrite
4550	PWY-5122	PWY-5928	geranyl diphosphate
4551	PWY-5122	PWY-5423	geranyl diphosphate
4552	PWY-5122	PWY-5829	geranyl diphosphate
4553	PWY-5122	PWY-3061	geranyl diphosphate
4554	PWY-5122	PWY-5805	geranyl diphosphate
4555	PWY-5122	PWY-7087	geranyl diphosphate
4556	PWY-5122	PWY-5813	geranyl diphosphate
4557	PWY-5122	PWY-7524	dimethylallyl diphosphate
4558	PWY-5122	PWY-6991	geranyl diphosphate
4559	PWY-5122	PWY-7560	dimethylallyl diphosphate|isopentenyl diphosphate
4560	PWY-5122	PWY-5864	geranyl diphosphate
4561	PWY-5122	PWY-5845	geranyl diphosphate
4562	PWY-5122	PWY-922	dimethylallyl diphosphate
4563	PWY-5122	PWY-5290	geranyl diphosphate
4564	PWY-5122	PWY-6990	geranyl diphosphate
4565	PWY-5122	PWY-7708	geranyl diphosphate
4566	PWY-5122	PWY-5424	geranyl diphosphate
4567	PWY-5122	PWY-6174	dimethylallyl diphosphate
4568	PWY-5122	PWY-7443	geranyl diphosphate
4569	PWY-5122	PWY-5862	geranyl diphosphate
4570	PWY-5122	NONMEVIPP-PWY	isopentenyl diphosphate|dimethylallyl diphosphate
4571	PWY-5122	PWY-3041	geranyl diphosphate
4572	PWY-7629	PWY-5466	(-)-matairesinol
4573	PWY-7629	PWY-5479	(-)-yatein
4574	PWY-5310	PWY-5153	delphinidin-3-O-&beta;-D-glucoside
4575	PWY-7269	NADSYN-PWY	NAD<sup>+</sup>
4576	PWY-7101	PWY-5943	all-trans-&beta;-carotene
4577	PWY-7407	TRPSYN-PWY	anthranilate
4578	PWY-7407	PWY-5123	(2E,6E)-farnesyl diphosphate
4579	PWY-6927	PWY-5068	chlorophyll a
4580	PWY-6927	PWY-5107	phytol
4581	COMPLETE-ARO-PWY	NONOXIPENT-PWY	D-erythrose 4-phosphate
4582	PWY-5954	PWY-5955	(1'S,5'S)-averufin
4583	PWY-40	PWY-5907	putrescine
4584	PWY-40	PWY-6559	putrescine
4585	PWY-40	PWY-6565	putrescine
4586	PWY-40	BSUBPOLYAMSYN-PWY	putrescine
4587	PWY-5118	PWY1F-FLAVSYN	(2S)-naringenin
4588	PWY-6406	PWY-6408	salicylate
4589	PWY-6406	PWY-4203	salicylate
4590	PWY-6406	PWY-6407	salicylate
4591	PWY-7631	PWY-5466	(-)-matairesinol
4592	PWY-6160	PWY-6163	3-dehydroquinate
4593	PWY-6160	GLYCOLYSIS	fructose 1,6-bisphosphate|D-glyceraldehyde 3-phosphate
4594	PWY-5935	PWY-5120	geranylgeranyl diphosphate
4595	PWY-5254	GLUCONEO-PWY	D-glyceraldehyde 3-phosphate
4596	PWY-5254	GLUTSYN-PWY	L-glutamate
4597	PWY-5254	METHANOGENESIS-PWY	|Methanofurans|
4598	PWY-5254	TYRSYN	L-tyrosine
4599	PWY-5254	PWY-5209	|Methanofurans|
4600	PWY-6107	PWY-2361	3-oxoadipate
4601	GLCMANNANAUT-PWY	GLYCOLYSIS	&beta;-D-fructofuranose 6-phosphate
4602	COLANSYN-PWY	PWY0-1300	&alpha;-D-mannopyranose 6-phosphate
4603	PWY-6486	TCA	2-oxoglutarate
4604	PWY-6486	PWY-7246	|D-Galactopyranuronate|
4605	TOLUENE-DEG-3-OH-PWY	PWY-5162	2-oxopent-4-enoate
4606	HOMOSER-METSYN-PWY	HOMOSERSYN-PWY	L-homoserine
4607	HOMOSER-METSYN-PWY	PWY-5913	succinyl-CoA
4608	HOMOSER-METSYN-PWY	CYSTSYN-PWY	L-cysteine
4609	HOMOSER-METSYN-PWY	SAM-PWY	L-methionine
4610	PWY-5133	PWY-4381	malonyl-CoA
4611	PWY-5133	VALDEG-PWY	isobutanoyl-CoA
4612	PWY-5832	PWY-5833	CDP-4-dehydro-3,6-dideoxy-D-glucose
4613	PWY-7663	PWY-7664	|Oleoyl-ACPs|
4614	FASYN-ELONG-PWY	PWY-6657	|Beta-hydroxydecanoyl-ACPs|
4615	FASYN-ELONG-PWY	PWY-5966	|Acetoacetyl-ACPs|
4616	FASYN-ELONG-PWY	PWY-7094	|3-oxo-decanoyl-ACPs|
4617	FASYN-ELONG-PWY	PWY-4381	|Acetoacetyl-ACPs|
4618	FASYN-ELONG-PWY	PWY-6648	OH-ACYL-ACP
4619	FASYN-ELONG-PWY	FASYN-INITIAL-PWY	|Acetoacetyl-ACPs|
4620	FASYN-ELONG-PWY	PWY-5965	|Acetoacetyl-ACPs|
4621	PWY-6661	TRPCAT-PWY	anthranilate
4622	ARGSYN-PWY	PWY-7770	L-arginine
4623	ARGSYN-PWY	PWY-6409	L-ornithine
4624	ARGSYN-PWY	PWY-7571	L-ornithine
4625	ARGSYN-PWY	GLUTORN-PWY	L-ornithine
4626	PWY-7667	TRPSYN-PWY	L-tryptophan
4627	PWY-6197	PWY-6087	4-chlorocatechol
4628	PWY-6154	PWY-6151	autoinducer 2
4629	PWY-6154	SAM-PWY	S-adenosyl-L-methionine
4630	PWY-6120	PWY-5048	L-tyrosine
4631	PWY-5634	VALSYN-PWY	L-valine
4632	PWY-5634	CYSTSYN-PWY	L-cysteine
4633	GLYCOLYSIS-TCA-GLYOX-BYPASS	PWY0-1465	pyruvate
4634	PWY-5283	PWY-5177	glutaryl-CoA
4635	TOLUENE-DEG-CATECHOL-PWY	PWY-5430	benzoate
4636	TOLUENE-DEG-CATECHOL-PWY	PWY-2503	benzoate
4637	PWY-7087	PWY-5122	geranyl diphosphate
4638	PWY-6718	TAURINEDEG-PWY	sulfoacetaldehyde
4639	PWY-6718	PWY-1263	sulfoacetaldehyde
4640	PWY-7449	PWY-5125	cyanidin||3-OH-Anthocyanidins|
4641	PWY-6013	PWY-5995	|Linoleoyl-groups|
4642	PWY0-1507	PWY-6578	8-amino-7-oxononanoate
4643	PWY0-1507	PWY-6519	8-amino-7-oxononanoate
4644	PWY0-1507	PWY-7147	8-amino-7-oxononanoate
4645	PWY-6123	ASPARTATESYN-PWY	L-aspartate
4646	PWY-6123	PWY-6121	5-amino-1-(5-phospho-&beta;-D-ribosyl)imidazole
4647	PWY-7593	PWY-7594	|1-Linoleoyl-L-Phosphatidate|
4648	PWY-7593	PWY-7598	|1-Linoleoyl-L-Phosphatidate|
4649	PWY-7593	PWY-7587	|1-Oleoyl-L-Phosphatidate|
4650	PWY-7458	PWY-5153	delphinidin-3-O-&beta;-D-glucoside
4651	PWY-6167	PWY-5198	5-amino-6-(D-ribitylamino)uracil
4652	PWY-7682	PWY-361	4-coumaraldehyde
4653	PWY-7248	PWY-6516	D-GALACTURONATE
4654	PWY-7248	TCA	2-oxoglutarate
4655	PWY-7248	PWY-7242	FRUCTURONATE
4656	PWY-7248	PWY-6497	galactarate
4657	PWY0-1465	GLYCOLYSIS-TCA-GLYOX-BYPASS	pyruvate
4658	ORN-AMINOPENTANOATE-CAT-PWY	PROUT-PWY	L-proline
4659	ORN-AMINOPENTANOATE-CAT-PWY	ARGASEDEG-PWY	L-ornithine
4660	ORN-AMINOPENTANOATE-CAT-PWY	ARGDEGRAD-PWY	L-ornithine
4661	ORN-AMINOPENTANOATE-CAT-PWY	ARG-GLU-PWY	L-ornithine
4662	PWY-7559	GLUTATHIONESYN-PWY	glutathione|L-cysteine
4663	PWY-7720	PWY-6859	dimethylallyl diphosphate
4664	PWY-7720	PWY-5123	(2E,6E)-farnesyl diphosphate
4665	PWY-6361	PWY-6351	D-myo-inositol (1,4,5)-trisphosphate
4666	PWY-6361	PWY-6369	phytate
4667	PWY-5907	PWY-40	putrescine
4668	PWY-5907	BSUBPOLYAMSYN-PWY	spermidine
4669	PWY-7742	PWY-7743	|Phenolphthiocerols||C37-phenolphthiocerol A|C35-phenolphthiocerol A
4670	PWY-5331	HOMOCYSDEGR-PWY	L-cysteine
4671	PWY-6571	PWY-4821	UDP-&alpha;-D-xylose|UDP-&alpha;-D-glucuronate
4672	PWY-6509	P185-PWY	formaldehyde
4673	PWY-6509	PWY-1801	formaldehyde
4674	PWY-6038	P2-PWY	CITRATE-LYASE
4675	PWY-6038	TCA	citrate
4676	PWY-5284	PWY-5125	cyanidin-3-O-&beta;-D-glucoside||Anthocyanidin-3-O-beta-D-glucosides|
4677	PWY-5129	PWY-5143	|Long-Chain-Acyl-CoAs|
4678	PWY-5998	PWY-6001	|Linoleoyl-groups|
4679	PWY-5998	PWY-5353	|Gamma-linolenoyl-groups|
4680	PWY-5998	PWY-5995	|Linoleoyl-groups|
4681	PWY-3	4AMINOBUTMETAB-PWY	4-aminobutanoate
4682	PWY-3	PWY-6536	4-aminobutanoate
4683	PWY-3	PWY-6535	4-aminobutanoate
4684	PWY66-5	PWY-6076	7-dehydrocholesterol
4685	PWY-5965	FASYN-ELONG-PWY	|Acetoacetyl-ACPs|
4686	PWY-5410	PWY-5997	&alpha;-linolenate||Alpha-linolenoyl-groups|
4687	PWY-5410	PWY-5995	linoleate
4688	PWY-7042	PWY-7043	|3S-11-cis-3-hydroxyretinal-RBPs|||3R-11-cis-3-hydroxyretinal-RBPs|||11-cis-3-hydroxyretinal-RBPs|
4689	METHGLYUT-PWY	PYRUVDEHYD-PWY	pyruvate
4690	METHGLYUT-PWY	THRDLCTCAT-PWY	methylglyoxal
4691	METHGLYUT-PWY	PWY-5451	methylglyoxal
4692	PWY-6129	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	DOLICHOLP
4693	PWY-6129	PWY-5123	(2E,6E)-farnesyl diphosphate
4694	PWY-2942	HOMOSERSYN-PWY	L-aspartate-semialdehyde
4695	PWY-2942	PWY-6387	meso-diaminopimelate
4696	PWY-2761	PWY-3042	(6aR,11aR)-3,9-dihydroxypterocarpan
4697	PWY-2761	PWY-2762	(-)-glycinol
4698	PWY-2761	PWY-2321	daidzein
4699	PWY66-388	PWY66-391	|Odd-Saturated-Fatty-Acyl-CoA||CPD66-39
4700	PWY66-388	FAO-PWY	|Odd-Saturated-Fatty-Acyl-CoA|
4701	PWY66-388	PWY-2201	formate
4702	PWY-6993	TCA	succinate|fumarate
4703	PWY3O-4106	PWY-5381	1-(&beta;-D ribofuranosyl)nicotinamide
4704	PWY-5873	PWY-5755	|4-hydroxybenzoate|
4705	PWY-5873	PWY-5807	all-trans-heptaprenyl diphosphate
4706	GLYOXDEG-PWY	P165-PWY	glyoxylate
4707	GLYOXDEG-PWY	PWY-5692	glyoxylate
4708	GLYOXDEG-PWY	PWY-5694	glyoxylate
4709	PWY-5029	PWY-5028	L-histidine
4710	PWY-102	PWY-6477	gibberellin A<sub>34</sub>
4711	PWY-102	PWY-6494	gibberellin A<sub>34</sub>
4712	PWY-1501	PWY-2503	benzoate
4713	PWY-5839	PWY-5807	all-trans-heptaprenyl diphosphate
4714	PWY-5839	PWY-5837	2-carboxy-1,4-naphthoquinol
4715	PWY-7229	ASPARTATESYN-PWY	L-aspartate
4716	PWY-2503	CATECHOL-ORTHO-CLEAVAGE-PWY	catechol
4717	PWY-2503	PWY-5417	catechol
4718	PWY-2503	TOLUENE-DEG-CATECHOL-PWY	benzoate
4719	PWY-2503	PWY-7008	benzoate
4720	PWY-2503	PWY-1501	benzoate
4721	PWY-5321	PWY-6199	quercetin
4722	PWY-5321	PWY-3101	quercetin
4723	PWY-6537	PWY0-1305	4-aminobutanoate
4724	PWY-7056	PWY-7055	daphnetin
4725	PWY-7638	PWY-5943	all-trans-&beta;-carotene
4726	PWY3O-246	PWY-6028	ACETOIN|(R)-acetoin
4727	METHFORM-PWY	P241-PWY	coenzyme B
4728	METHFORM-PWY	PWY-5259	|Me-CoM|
4729	METHFORM-PWY	P261-PWY	|CoM|
4730	METHFORM-PWY	PWY-5258	|Me-CoM|
4731	METHFORM-PWY	PWY-5261	|Me-CoM|
4732	METHFORM-PWY	PWY-5260	|Me-CoM|
4733	METHFORM-PWY	PWY-6643	|CoM|
4734	METHFORM-PWY	PWY-5248	|Me-CoM|
4735	METHFORM-PWY	METHANOGENESIS-PWY	|Me-CoM|
4736	METHFORM-PWY	PWY-5247	|Me-CoM|
4737	METHFORM-PWY	PWY-5250	|Me-CoM|
4738	METHFORM-PWY	CO2FORM-PWY	|Me-CoM|
4739	METHFORM-PWY	METH-ACETATE-PWY	|Me-CoM|
4740	PWY-6353	PWY-5691	urate
4741	PWY-7600	ARG-PRO-PWY	(S)-1-pyrroline-5-carboxylate
4742	PWY-7600	ARGSYNBSUB-PWY	L-arginine
4743	PWY-6254	PWY-5123	(2Z,6Z)-farnesyl diphosphate
4744	PWY-7558	PWY-7555	&alpha;-cyclopiazonate
4745	PWY-5805	PWY-1581	all-trans-nonaprenyl diphosphate
4746	PWY-5805	PWY-5122	geranyl diphosphate
4747	PWY-5805	PWY-5856	all-trans-nonaprenyl diphosphate
4748	PWY-5805	PWY-6978	all-trans-nonaprenyl diphosphate
4749	PWY-5805	PWY-5871	all-trans-nonaprenyl diphosphate
4750	PWY-5805	PWY-5851	all-trans-nonaprenyl diphosphate
4751	SULFMETII-PWY	CYSTSYN-PWY	hydrogen sulfide
4752	SULFMETII-PWY	PWY-5340	adenosine 5'-phosphosulfate
4753	PWY-6607	PWY-6618	guanosine
4754	PWY-6607	PWY-5037	xanthosine
4755	PWY-6607	PWY-5691	urate
4756	PWY-699	PWY-2582	6-deoxotyphasterol
4757	PWY-699	PWY-5670	campesterol
4758	PWY-699	PWY-6546	brassinolide|castasterone
4759	PWY-699	PWY-2541	campesterol
4760	PWY-5827	PWY-5773	hemigossypol|hemigossypol-6-methyl ether
4761	PWY-7163	PWY-3101	kaempferol
4762	TRPCAT-PWY	PWY-6504	anthranilate
4763	TRPCAT-PWY	PWY-6660	anthranilate
4764	TRPCAT-PWY	PWY-6079	anthranilate
4765	TRPCAT-PWY	PWY-6661	anthranilate
4766	PWY-7419	GLYCOLYSIS	phosphoenolpyruvate
4767	PWY-7399	PWY0-662	CPD-15317
4768	ENTNER-DOUDOROFF-PWY	IDNCAT-PWY	D-gluconate 6-phosphate
4769	ENTNER-DOUDOROFF-PWY	PWY-5530	D-gluconate 6-phosphate
4770	ENTNER-DOUDOROFF-PWY	GLYCOLYSIS	D-glyceraldehyde 3-phosphate
4771	ENTNER-DOUDOROFF-PWY	GALACTUROCAT-PWY	2-dehydro-3-deoxy-D-gluconate 6-phosphate
4772	ENTNER-DOUDOROFF-PWY	DHGLUCONATE-PYR-CAT-PWY	D-gluconate 6-phosphate
4773	ENTNER-DOUDOROFF-PWY	PWY0-1306	2-dehydro-3-deoxy-D-gluconate 6-phosphate
4774	ENTNER-DOUDOROFF-PWY	OXIDATIVEPENT-PWY	D-gluconate 6-phosphate
4775	ENTNER-DOUDOROFF-PWY	PWY-6992	MANNOSE
4776	ENTNER-DOUDOROFF-PWY	PWY-6986	2-dehydro-3-deoxy-D-gluconate 6-phosphate
4777	ENTNER-DOUDOROFF-PWY	PYRUVDEHYD-PWY	pyruvate
4778	ENTNER-DOUDOROFF-PWY	KETOGLUCONMET-PWY	D-gluconate 6-phosphate
4779	ENTNER-DOUDOROFF-PWY	GLUCONSUPER-PWY	D-gluconate 6-phosphate
4780	PWY-5339	PWY1F-FLAVSYN	2',4,4',6'-tetrahydroxychalcone
4781	TCA	PWY-6854	2-oxoglutarate
4782	TCA	ASPARTATESYN-PWY	oxaloacetate
4783	TCA	PWY-6954	acetyl-CoA|succinyl-CoA
4784	TCA	PWY-5415	acetyl-CoA
4785	TCA	PWY-5417	succinyl-CoA
4786	TCA	PWY-6038	citrate
4787	TCA	PHOSPHONOTASE-PWY	acetyl-CoA
4788	TCA	PWY-6499	2-oxoglutarate
4789	TCA	PWY-5749	acetyl-CoA
4790	TCA	P181-PWY	succinate|2-oxoglutarate
4791	TCA	PWY-5347	oxaloacetate
4792	TCA	PWY-7295	(S)-malate
4793	TCA	PWY-6993	succinate|fumarate
4794	TCA	PWY-6957	succinyl-CoA
4795	TCA	PWY-7294	(S)-malate
4796	TCA	P281-PWY	pyruvate|fumarate
4797	TCA	GALLATE-DEGRADATION-II-PWY	oxaloacetate
4798	TCA	GLUTAMATE-DEG1-PWY	2-oxoglutarate
4799	TCA	PWY-6373	acetyl-CoA
4800	TCA	PWY-7582	succinate
4801	TCA	PWY0-1297	acetyl-CoA
4802	TCA	PWY0-321	succinyl-CoA
4803	TCA	ACETOACETATE-DEG-PWY	acetyl-CoA
4804	TCA	PWY-5181	succinyl-CoA
4805	TCA	PWY-6535	succinate
4806	TCA	PYRUVDEHYD-PWY	acetyl-CoA
4807	TCA	PWY0-1298	acetyl-CoA
4808	TCA	PWY-5431	succinyl-CoA
4809	TCA	PWY-3081	2-oxoglutarate
4810	TCA	PWY-6516	2-oxoglutarate
4811	TCA	PWY-6699	oxaloacetate
4812	TCA	GALLATE-DEGRADATION-I-PWY	oxaloacetate
4813	TCA	PWY-5162	acetyl-CoA
4814	TCA	PWY-7237	acetyl-CoA
4815	TCA	ASPARTATE-DEG1-PWY	oxaloacetate
4816	TCA	P4-PWY	oxaloacetate
4817	TCA	PWY-2361	acetyl-CoA
4818	TCA	PWY-6071	succinyl-CoA
4819	TCA	PWY-6223	pyruvate|fumarate
4820	TCA	PROPIONMET-PWY	succinyl-CoA
4821	TCA	PWY-6339	pyruvate
4822	TCA	PWY-5183	acetyl-CoA|succinyl-CoA
4823	TCA	NPGLUCAT-PWY	acetyl-CoA
4824	TCA	PWY-7085	acetyl-CoA
4825	TCA	PWY-6997	2-oxoglutarate
4826	TCA	PWY-5178	acetyl-CoA|succinyl-CoA
4827	TCA	PWY-722	fumarate
4828	TCA	PWY-6637	acetyl-CoA
4829	TCA	PWY-6505	acetyl-CoA
4830	TCA	GLUTDEG-PWY	fumarate
4831	TCA	PWY-7400	L-glutamate
4832	TCA	4AMINOBUTMETAB-PWY	succinate
4833	TCA	PWY-3001	oxaloacetate
4834	TCA	TRYPTOPHAN-DEGRADATION-1	acetyl-CoA
4835	TCA	ILEUDEG-PWY	acetyl-CoA
4836	TCA	PWY-5766	2-oxoglutarate
4837	TCA	PWY-5519	2-oxoglutarate
4838	TCA	TYRFUMCAT-PWY	fumarate
4839	TCA	PWY-6760	2-oxoglutarate
4840	TCA	PWY-6182	acetyl-CoA|succinyl-CoA
4841	TCA	P562-PWY	acetyl-CoA
4842	TCA	PWY-5257	2-oxoglutarate|(S)-malate
4843	TCA	PWY-2504	acetyl-CoA|succinyl-CoA
4844	TCA	PWY-5328	succinyl-CoA
4845	TCA	PWY-5179	acetyl-CoA
4846	TCA	PWY-7516	2-oxoglutarate
4847	TCA	P184-PWY	pyruvate
4848	TCA	METHYLGALLATE-DEGRADATION-PWY	pyruvate
4849	TCA	PWY-5159	2-oxoglutarate
4850	TCA	PWY-5345	oxaloacetate
4851	TCA	PWY-7180	acetyl-CoA
4852	TCA	PWY-6497	2-oxoglutarate
4853	TCA	PWY-6536	succinate
4854	TCA	PWY-6995	2-oxoglutarate
4855	TCA	PWY-5430	acetyl-CoA
4856	TCA	PWY-5182	acetyl-CoA
4857	TCA	PWY-6289	citrate
4858	TCA	PWY-6185	acetyl-CoA
4859	TCA	PWY-6486	2-oxoglutarate
4860	TCA	PWY-5184	acetyl-CoA
4861	TCA	PWY-6853	2-oxoglutarate
4862	TCA	PWY-6641	acetyl-CoA
4863	TCA	PWY-5517	2-oxoglutarate
4864	TCA	PWY-6970	citrate
4865	TCA	PWY-7469	pyruvate
4866	TCA	PWY-5655	acetyl-CoA
4867	TCA	PWY-5180	acetyl-CoA
4868	TCA	PWY-5172	citrate
4869	TCA	PWY-6501	2-oxoglutarate
4870	TCA	PWY-5033	fumarate
4871	TCA	PWY-5173	citrate
4872	TCA	PWY-7248	2-oxoglutarate
4873	PWY-5295	PWY-5153	delphinidin-3-O-&beta;-D-glucoside
4874	PWY-5295	PWY-7280	ternatin C5
4875	PWY-7748	PWY-7749	(-)-yatein
4876	PWY-7748	PWY-5466	(-)-matairesinol
4877	PWY-7748	PWY-5479	(-)-yatein
4878	PWY-5049	PWY-5048	L-tyrosine
4879	PWY-5049	PWY-3461	L-tyrosine
4880	PWY-5367	PWY-5994	|Palmitoyl-ACPs|
4881	PWY-5367	PWY-5971	|Palmitoyl-ACPs|
4882	PWY-7697	PWY-5829	geraniol
4883	PWY-7697	PWY-7114	geranyl 6-O-&beta;-D-xylopyranosyl-&beta;-D-glucopyranoside
4884	PWY-7222	PWY-7221	GDP|GTP
4885	PWY-5912	PWY-5925	2'-deoxymugineate
4886	PWY-5912	PWY-7270	S-methyl-5'-thioadenosine
4887	PWY-5912	PWY-5934	|Fe3-siderophores|
4888	PWY-7653	PWY-7655	griseophenone C
4889	PWY-6535	PWY-3	4-aminobutanoate
4890	PWY-6535	PUTDEG-PWY	4-aminobutanoate
4891	PWY-6535	TCA	succinate
4892	PWY-6535	PWY0-1221	4-aminobutanoate
4893	PWY-2161	PWY-6613	tetrahydropteroyl mono-L-glutamate
4894	PWY-2161	PWY-6614	THF-GLU-N|tetrahydropteroyl mono-L-glutamate
4895	PWY-2161	FOLSYN-PWY	tetrahydropteroyl mono-L-glutamate
4896	PWY-2161	PWY-6612	tetrahydropteroyl mono-L-glutamate
4897	PWY-7242	PWY-7247	FRUCTURONATE
4898	PWY-7242	PWY-7566	FRUCTURONATE
4899	PWY-7242	PWY-7241	FRUCTURONATE
4900	PWY-7242	GLYCOLYSIS	D-glyceraldehyde 3-phosphate
4901	PWY-7242	PYRUVDEHYD-PWY	pyruvate
4902	PWY-7242	PWY-7248	FRUCTURONATE
4903	PWY-5794	PWY-5796	|Holo-malonate-decarboxylases|||Malonate-Decarboxylases-Thiol-Form|
4904	PWY-5466	PWY-7487	(+)-secoisolariciresinol
4905	PWY-5466	PWY-7748	(-)-matairesinol
4906	PWY-5466	PWY-7631	(-)-matairesinol
4907	PWY-5466	PWY-361	coniferyl alcohol
4908	PWY-5466	PWY-7630	(-)-matairesinol
4909	PWY-5466	PWY-7629	(-)-matairesinol
4910	PWY-861	PWY-7088	(S)-4-hydroxymandelonitrile
4911	PWY-861	PWY-5976	dhurrin
4912	PWY-5766	TCA	2-oxoglutarate
4913	TYRFUMCAT-PWY	PHENYLALANINE-DEG1-PWY	L-tyrosine
4914	TYRFUMCAT-PWY	ACETOACETATE-DEG-PWY	acetoacetate
4915	TYRFUMCAT-PWY	TCA	fumarate
