term	name	parent_names	parent_ids
GO:0015628	protein secretion by the type II secretion system	establishment of localization|transport|transmembrane transport|protein transmembrane transport|protein transport across the cell outer membrane	GO:0051234|GO:0006810|GO:0055085|GO:0071806|GO:0098776
GO:0015628	protein secretion by the type II secretion system	establishment of localization|establishment of protein localization|protein transport|protein transmembrane transport|protein transport across the cell outer membrane	GO:0051234|GO:0045184|GO:0015031|GO:0071806|GO:0098776
GO:0015628	protein secretion by the type II secretion system	establishment of localization|transport|organic substance transport|protein transport|protein transmembrane transport|protein transport across the cell outer membrane	GO:0051234|GO:0006810|GO:0071702|GO:0015031|GO:0071806|GO:0098776
GO:0015628	protein secretion by the type II secretion system	macromolecule localization|protein localization|protein transport|protein transmembrane transport|protein transport across the cell outer membrane	GO:0033036|GO:0008104|GO:0015031|GO:0071806|GO:0098776
GO:0015671	oxygen transport	single-organism localization|single-organism transport|gas transport	GO:1902578|GO:0044765|GO:0015669
GO:0015671	oxygen transport	establishment of localization|transport|single-organism transport|gas transport	GO:0051234|GO:0006810|GO:0044765|GO:0015669
GO:0015672	monovalent inorganic cation transport	establishment of localization|transport|ion transport|cation transport	GO:0051234|GO:0006810|GO:0006811|GO:0006812
GO:0015674	cation transport	establishment of localization|transport|ion transport	GO:0051234|GO:0006810|GO:0006811
GO:0015675	nickel cation transport	establishment of localization|transport|ion transport|cation transport|metal ion transport|transition metal ion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006812|GO:0030001|GO:0000041
GO:0015684	ferrous iron transport	establishment of localization|transport|ion transport|cation transport|metal ion transport|divalent metal ion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006812|GO:0030001|GO:0070838
GO:0015684	ferrous iron transport	establishment of localization|transport|ion transport|cation transport|divalent inorganic cation transport|divalent metal ion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006812|GO:0072511|GO:0070838
GO:0015684	ferrous iron transport	establishment of localization|transport|ion transport|cation transport|metal ion transport|transition metal ion transport|iron ion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006812|GO:0030001|GO:0000041|GO:0006826
GO:0015689	molybdate ion transport	establishment of localization|transport|ion transport|anion transport|inorganic anion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015698
GO:0015691	cadmium ion transport	establishment of localization|transport|ion transport|cation transport|metal ion transport|divalent metal ion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006812|GO:0030001|GO:0070838
GO:0015691	cadmium ion transport	establishment of localization|transport|ion transport|cation transport|divalent inorganic cation transport|divalent metal ion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006812|GO:0072511|GO:0070838
GO:0015691	cadmium ion transport	establishment of localization|transport|ion transport|cation transport|metal ion transport|transition metal ion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006812|GO:0030001|GO:0000041
GO:0015693	magnesium ion transport	establishment of localization|transport|ion transport|cation transport|metal ion transport|divalent metal ion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006812|GO:0030001|GO:0070838
GO:0015693	magnesium ion transport	establishment of localization|transport|ion transport|cation transport|divalent inorganic cation transport|divalent metal ion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006812|GO:0072511|GO:0070838
GO:0015694	mercury ion transport	establishment of localization|transport|ion transport|cation transport|divalent inorganic cation transport	GO:0051234|GO:0006810|GO:0006811|GO:0006812|GO:0072511
GO:0015694	mercury ion transport	establishment of localization|transport|ion transport|cation transport|metal ion transport|transition metal ion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006812|GO:0030001|GO:0000041
GO:0015696	ammonium transport	establishment of localization|transport|ion transport|cation transport	GO:0051234|GO:0006810|GO:0006811|GO:0006812
GO:0015696	ammonium transport	establishment of localization|transport|nitrogen compound transport	GO:0051234|GO:0006810|GO:0071705
GO:0015697	quaternary ammonium group transport	single-organism localization|single-organism transport	GO:1902578|GO:0044765
GO:0015697	quaternary ammonium group transport	establishment of localization|transport|single-organism transport	GO:0051234|GO:0006810|GO:0044765
GO:0015697	quaternary ammonium group transport	establishment of localization|transport|nitrogen compound transport	GO:0051234|GO:0006810|GO:0071705
GO:0015697	quaternary ammonium group transport	establishment of localization|transport|organic substance transport	GO:0051234|GO:0006810|GO:0071702
GO:0015698	inorganic anion transport	establishment of localization|transport|ion transport|anion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820
GO:0015700	arsenite transport	establishment of localization|transport|ion transport|anion transport|inorganic anion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015698
GO:0015703	chromate transport	establishment of localization|transport|ion transport|anion transport|inorganic anion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015698
GO:0015706	nitrate transport	establishment of localization|transport|ion transport|anion transport|inorganic anion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015698
GO:0015706	nitrate transport	establishment of localization|transport|ion transport|anion transport|inorganic anion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015698
GO:0015707	nitrite transport	establishment of localization|transport|ion transport|anion transport|inorganic anion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015698
GO:0015707	nitrite transport	establishment of localization|transport|nitrogen compound transport	GO:0051234|GO:0006810|GO:0071705
GO:0015708	silicate transport	single-organism localization|single-organism transport	GO:1902578|GO:0044765
GO:0015708	silicate transport	establishment of localization|transport|single-organism transport	GO:0051234|GO:0006810|GO:0044765
GO:0015708	silicate transport	single-organism localization|single-organism transport	GO:1902578|GO:0044765
GO:0015708	silicate transport	establishment of localization|transport|single-organism transport	GO:0051234|GO:0006810|GO:0044765
GO:0015711	organic anion transport	establishment of localization|transport|ion transport|anion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820
GO:0015711	organic anion transport	establishment of localization|transport|organic substance transport	GO:0051234|GO:0006810|GO:0071702
GO:0015716	organic phosphonate transport	single-organism localization|single-organism transport	GO:1902578|GO:0044765
GO:0015716	organic phosphonate transport	establishment of localization|transport|single-organism transport	GO:0051234|GO:0006810|GO:0044765
GO:0015716	organic phosphonate transport	establishment of localization|transport|organic substance transport	GO:0051234|GO:0006810|GO:0071702
GO:0015718	monocarboxylic acid transport	establishment of localization|transport|ion transport|anion transport|organic anion transport|carboxylic acid transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015711|GO:0046942
GO:0015718	monocarboxylic acid transport	establishment of localization|transport|organic substance transport|organic anion transport|carboxylic acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015711|GO:0046942
GO:0015721	bile acid and bile salt transport	establishment of localization|transport|ion transport|anion transport|organic anion transport|carboxylic acid transport|monocarboxylic acid transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015711|GO:0046942|GO:0015718
GO:0015721	bile acid and bile salt transport	establishment of localization|transport|organic substance transport|organic anion transport|carboxylic acid transport|monocarboxylic acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015711|GO:0046942|GO:0015718
GO:0015721	bile acid and bile salt transport	single-organism localization|single-organism transport|organic acid transport	GO:1902578|GO:0044765|GO:0015849
GO:0015721	bile acid and bile salt transport	establishment of localization|transport|single-organism transport|organic acid transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849
GO:0015721	bile acid and bile salt transport	establishment of localization|transport|organic substance transport|organic acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849
GO:0015721	bile acid and bile salt transport	single-organism localization|single-organism transport|lipid transport	GO:1902578|GO:0044765|GO:0006869
GO:0015721	bile acid and bile salt transport	establishment of localization|transport|single-organism transport|lipid transport	GO:0051234|GO:0006810|GO:0044765|GO:0006869
GO:0015721	bile acid and bile salt transport	establishment of localization|transport|organic substance transport|lipid transport	GO:0051234|GO:0006810|GO:0071702|GO:0006869
GO:0015721	bile acid and bile salt transport	single-organism localization|single-organism transport|organic hydroxy compound transport	GO:1902578|GO:0044765|GO:0015850
GO:0015721	bile acid and bile salt transport	establishment of localization|transport|single-organism transport|organic hydroxy compound transport	GO:0051234|GO:0006810|GO:0044765|GO:0015850
GO:0015721	bile acid and bile salt transport	establishment of localization|transport|organic substance transport|organic hydroxy compound transport	GO:0051234|GO:0006810|GO:0071702|GO:0015850
GO:0015727	lactate transport	establishment of localization|transport|ion transport|anion transport|organic anion transport|carboxylic acid transport|monocarboxylic acid transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015711|GO:0046942|GO:0015718
GO:0015727	lactate transport	establishment of localization|transport|organic substance transport|organic anion transport|carboxylic acid transport|monocarboxylic acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015711|GO:0046942|GO:0015718
GO:0015734	taurine transport	single-organism localization|single-organism transport|sulfur compound transport	GO:1902578|GO:0044765|GO:0072348
GO:0015734	taurine transport	establishment of localization|transport|single-organism transport|sulfur compound transport	GO:0051234|GO:0006810|GO:0044765|GO:0072348
GO:0015734	taurine transport	establishment of localization|transport|organic substance transport	GO:0051234|GO:0006810|GO:0071702
GO:0015734	taurine transport	establishment of localization|transport|nitrogen compound transport	GO:0051234|GO:0006810|GO:0071705
GO:0015740	C4-dicarboxylate transport	establishment of localization|transport|ion transport|anion transport|organic anion transport|carboxylic acid transport|dicarboxylic acid transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015711|GO:0046942|GO:0006835
GO:0015740	C4-dicarboxylate transport	establishment of localization|transport|organic substance transport|organic anion transport|carboxylic acid transport|dicarboxylic acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015711|GO:0046942|GO:0006835
GO:0015743	malate transport	establishment of localization|transport|ion transport|anion transport|organic anion transport|carboxylic acid transport|dicarboxylic acid transport|C4-dicarboxylate transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015711|GO:0046942|GO:0006835|GO:0015740
GO:0015743	malate transport	establishment of localization|transport|organic substance transport|organic anion transport|carboxylic acid transport|dicarboxylic acid transport|C4-dicarboxylate transport	GO:0051234|GO:0006810|GO:0071702|GO:0015711|GO:0046942|GO:0006835|GO:0015740
GO:0015753	D-xylose transport	single-organism localization|single-organism transport|carbohydrate transport|monosaccharide transport|pentose transport	GO:1902578|GO:0044765|GO:0008643|GO:0015749|GO:0015750
GO:0015753	D-xylose transport	establishment of localization|transport|single-organism transport|carbohydrate transport|monosaccharide transport|pentose transport	GO:0051234|GO:0006810|GO:0044765|GO:0008643|GO:0015749|GO:0015750
GO:0015753	D-xylose transport	establishment of localization|transport|organic substance transport|carbohydrate transport|monosaccharide transport|pentose transport	GO:0051234|GO:0006810|GO:0071702|GO:0008643|GO:0015749|GO:0015750
GO:0015756	fucose transport	single-organism localization|single-organism transport|carbohydrate transport|monosaccharide transport|hexose transport	GO:1902578|GO:0044765|GO:0008643|GO:0015749|GO:0008645
GO:0015756	fucose transport	establishment of localization|transport|single-organism transport|carbohydrate transport|monosaccharide transport|hexose transport	GO:0051234|GO:0006810|GO:0044765|GO:0008643|GO:0015749|GO:0008645
GO:0015756	fucose transport	establishment of localization|transport|organic substance transport|carbohydrate transport|monosaccharide transport|hexose transport	GO:0051234|GO:0006810|GO:0071702|GO:0008643|GO:0015749|GO:0008645
GO:0015759	beta-glucoside transport	single-organism localization|single-organism transport|carbohydrate derivative transport|glycoside transport|glucoside transport	GO:1902578|GO:0044765|GO:1901264|GO:1901656|GO:0042946
GO:0015759	beta-glucoside transport	establishment of localization|transport|single-organism transport|carbohydrate derivative transport|glycoside transport|glucoside transport	GO:0051234|GO:0006810|GO:0044765|GO:1901264|GO:1901656|GO:0042946
GO:0015759	beta-glucoside transport	establishment of localization|transport|organic substance transport|carbohydrate derivative transport|glycoside transport|glucoside transport	GO:0051234|GO:0006810|GO:0071702|GO:1901264|GO:1901656|GO:0042946
GO:0015762	rhamnose transport	single-organism localization|single-organism transport|carbohydrate transport|monosaccharide transport|hexose transport	GO:1902578|GO:0044765|GO:0008643|GO:0015749|GO:0008645
GO:0015762	rhamnose transport	establishment of localization|transport|single-organism transport|carbohydrate transport|monosaccharide transport|hexose transport	GO:0051234|GO:0006810|GO:0044765|GO:0008643|GO:0015749|GO:0008645
GO:0015762	rhamnose transport	establishment of localization|transport|organic substance transport|carbohydrate transport|monosaccharide transport|hexose transport	GO:0051234|GO:0006810|GO:0071702|GO:0008643|GO:0015749|GO:0008645
GO:0015774	polysaccharide transport	single-organism localization|single-organism transport|carbohydrate transport	GO:1902578|GO:0044765|GO:0008643
GO:0015774	polysaccharide transport	establishment of localization|transport|single-organism transport|carbohydrate transport	GO:0051234|GO:0006810|GO:0044765|GO:0008643
GO:0015774	polysaccharide transport	establishment of localization|transport|organic substance transport|carbohydrate transport	GO:0051234|GO:0006810|GO:0071702|GO:0008643
GO:0015776	capsular polysaccharide transport	single-organism localization|single-organism transport|carbohydrate transport|polysaccharide transport	GO:1902578|GO:0044765|GO:0008643|GO:0015774
GO:0015776	capsular polysaccharide transport	establishment of localization|transport|single-organism transport|carbohydrate transport|polysaccharide transport	GO:0051234|GO:0006810|GO:0044765|GO:0008643|GO:0015774
GO:0015776	capsular polysaccharide transport	establishment of localization|transport|organic substance transport|carbohydrate transport|polysaccharide transport	GO:0051234|GO:0006810|GO:0071702|GO:0008643|GO:0015774
GO:0015794	glycerol-3-phosphate transport	single-organism localization|single-organism transport|organophosphate ester transport	GO:1902578|GO:0044765|GO:0015748
GO:0015794	glycerol-3-phosphate transport	establishment of localization|transport|single-organism transport|organophosphate ester transport	GO:0051234|GO:0006810|GO:0044765|GO:0015748
GO:0015794	glycerol-3-phosphate transport	establishment of localization|transport|organic substance transport|organophosphate ester transport	GO:0051234|GO:0006810|GO:0071702|GO:0015748
GO:0015794	glycerol-3-phosphate transport	single-organism localization|single-organism transport|carbohydrate derivative transport	GO:1902578|GO:0044765|GO:1901264
GO:0015794	glycerol-3-phosphate transport	establishment of localization|transport|single-organism transport|carbohydrate derivative transport	GO:0051234|GO:0006810|GO:0044765|GO:1901264
GO:0015794	glycerol-3-phosphate transport	establishment of localization|transport|organic substance transport|carbohydrate derivative transport	GO:0051234|GO:0006810|GO:0071702|GO:1901264
GO:0015801	aromatic amino acid transport	single-organism localization|single-organism transport|organic acid transport|amino acid transport	GO:1902578|GO:0044765|GO:0015849|GO:0006865
GO:0015801	aromatic amino acid transport	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865
GO:0015801	aromatic amino acid transport	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865
GO:0015801	aromatic amino acid transport	single-organism localization|single-organism transport|organic acid transport|amino acid transport	GO:1902578|GO:0044765|GO:0015849|GO:0006865
GO:0015801	aromatic amino acid transport	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865
GO:0015801	aromatic amino acid transport	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865
GO:0015803	branched-chain amino acid transport	single-organism localization|single-organism transport|organic acid transport|amino acid transport	GO:1902578|GO:0044765|GO:0015849|GO:0006865
GO:0015803	branched-chain amino acid transport	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865
GO:0015803	branched-chain amino acid transport	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865
GO:0015803	branched-chain amino acid transport	single-organism localization|single-organism transport|organic acid transport|amino acid transport	GO:1902578|GO:0044765|GO:0015849|GO:0006865
GO:0015803	branched-chain amino acid transport	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865
GO:0015803	branched-chain amino acid transport	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865
GO:0015809	arginine transport	establishment of localization|transport|ion transport|anion transport|organic anion transport|carboxylic acid transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015711|GO:0046942
GO:0015809	arginine transport	establishment of localization|transport|organic substance transport|organic anion transport|carboxylic acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015711|GO:0046942
GO:0015809	arginine transport	single-organism localization|single-organism transport|organic acid transport|amino acid transport|basic amino acid transport	GO:1902578|GO:0044765|GO:0015849|GO:0006865|GO:0015802
GO:0015809	arginine transport	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport|basic amino acid transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865|GO:0015802
GO:0015809	arginine transport	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport|basic amino acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865|GO:0015802
GO:0015809	arginine transport	single-organism localization|single-organism transport|organic acid transport|amino acid transport|basic amino acid transport	GO:1902578|GO:0044765|GO:0015849|GO:0006865|GO:0015802
GO:0015809	arginine transport	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport|basic amino acid transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865|GO:0015802
GO:0015809	arginine transport	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport|basic amino acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865|GO:0015802
GO:0015813	L-glutamate transport	single-organism localization|single-organism transport|organic acid transport|amino acid transport|acidic amino acid transport	GO:1902578|GO:0044765|GO:0015849|GO:0006865|GO:0015800
GO:0015813	L-glutamate transport	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport|acidic amino acid transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865|GO:0015800
GO:0015813	L-glutamate transport	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport|acidic amino acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865|GO:0015800
GO:0015813	L-glutamate transport	single-organism localization|single-organism transport|organic acid transport|amino acid transport|acidic amino acid transport	GO:1902578|GO:0044765|GO:0015849|GO:0006865|GO:0015800
GO:0015813	L-glutamate transport	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport|acidic amino acid transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865|GO:0015800
GO:0015813	L-glutamate transport	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport|acidic amino acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865|GO:0015800
GO:0015813	L-glutamate transport	establishment of localization|transport|ion transport|anion transport|organic anion transport|carboxylic acid transport|L-amino acid transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015711|GO:0046942|GO:0015807
GO:0015813	L-glutamate transport	establishment of localization|transport|organic substance transport|organic anion transport|carboxylic acid transport|L-amino acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015711|GO:0046942|GO:0015807
GO:0015813	L-glutamate transport	establishment of localization|transport|nitrogen compound transport|L-amino acid transport	GO:0051234|GO:0006810|GO:0071705|GO:0015807
GO:0015813	L-glutamate transport	establishment of localization|transport|ion transport|anion transport|organic anion transport|carboxylic acid transport|dicarboxylic acid transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015711|GO:0046942|GO:0006835
GO:0015813	L-glutamate transport	establishment of localization|transport|organic substance transport|organic anion transport|carboxylic acid transport|dicarboxylic acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015711|GO:0046942|GO:0006835
GO:0015819	lysine transport	establishment of localization|transport|ion transport|anion transport|organic anion transport|carboxylic acid transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015711|GO:0046942
GO:0015819	lysine transport	establishment of localization|transport|organic substance transport|organic anion transport|carboxylic acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015711|GO:0046942
GO:0015819	lysine transport	single-organism localization|single-organism transport|organic acid transport|amino acid transport|basic amino acid transport	GO:1902578|GO:0044765|GO:0015849|GO:0006865|GO:0015802
GO:0015819	lysine transport	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport|basic amino acid transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865|GO:0015802
GO:0015819	lysine transport	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport|basic amino acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865|GO:0015802
GO:0015819	lysine transport	single-organism localization|single-organism transport|organic acid transport|amino acid transport|basic amino acid transport	GO:1902578|GO:0044765|GO:0015849|GO:0006865|GO:0015802
GO:0015819	lysine transport	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport|basic amino acid transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865|GO:0015802
GO:0015819	lysine transport	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport|basic amino acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865|GO:0015802
GO:0015822	ornithine transport	establishment of localization|transport|ion transport|anion transport|organic anion transport|carboxylic acid transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015711|GO:0046942
GO:0015822	ornithine transport	establishment of localization|transport|organic substance transport|organic anion transport|carboxylic acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015711|GO:0046942
GO:0015822	ornithine transport	establishment of localization|transport|nitrogen compound transport	GO:0051234|GO:0006810|GO:0071705
GO:0015824	proline transport	single-organism localization|single-organism transport|organic acid transport|amino acid transport|neutral amino acid transport	GO:1902578|GO:0044765|GO:0015849|GO:0006865|GO:0015804
GO:0015824	proline transport	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport|neutral amino acid transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865|GO:0015804
GO:0015824	proline transport	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport|neutral amino acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865|GO:0015804
GO:0015824	proline transport	single-organism localization|single-organism transport|organic acid transport|amino acid transport|neutral amino acid transport	GO:1902578|GO:0044765|GO:0015849|GO:0006865|GO:0015804
GO:0015824	proline transport	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport|neutral amino acid transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865|GO:0015804
GO:0015824	proline transport	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport|neutral amino acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865|GO:0015804
GO:0015824	proline transport	establishment of localization|transport|ion transport|anion transport|organic anion transport|carboxylic acid transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015711|GO:0046942
GO:0015824	proline transport	establishment of localization|transport|organic substance transport|organic anion transport|carboxylic acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015711|GO:0046942
GO:0015833	peptide transport	establishment of localization|transport|organic substance transport	GO:0051234|GO:0006810|GO:0071702
GO:0015833	peptide transport	establishment of localization|transport|nitrogen compound transport|amide transport	GO:0051234|GO:0006810|GO:0071705|GO:0042886
GO:0015837	amine transport	establishment of localization|transport|organic substance transport	GO:0051234|GO:0006810|GO:0071702
GO:0015837	amine transport	establishment of localization|transport|nitrogen compound transport	GO:0051234|GO:0006810|GO:0071705
GO:0015840	urea transport	single-organism localization|single-organism transport|one-carbon compound transport	GO:1902578|GO:0044765|GO:0019755
GO:0015840	urea transport	establishment of localization|transport|single-organism transport|one-carbon compound transport	GO:0051234|GO:0006810|GO:0044765|GO:0019755
GO:0015840	urea transport	establishment of localization|transport|organic substance transport|one-carbon compound transport	GO:0051234|GO:0006810|GO:0071702|GO:0019755
GO:0015840	urea transport	establishment of localization|transport|nitrogen compound transport|amide transport	GO:0051234|GO:0006810|GO:0071705|GO:0042886
GO:0015846	polyamine transport	single-organism localization|single-organism transport	GO:1902578|GO:0044765
GO:0015846	polyamine transport	establishment of localization|transport|single-organism transport	GO:0051234|GO:0006810|GO:0044765
GO:0015846	polyamine transport	establishment of localization|transport|organic substance transport	GO:0051234|GO:0006810|GO:0071702
GO:0015846	polyamine transport	establishment of localization|transport|nitrogen compound transport	GO:0051234|GO:0006810|GO:0071705
GO:0015849	organic acid transport	single-organism localization|single-organism transport	GO:1902578|GO:0044765
GO:0015849	organic acid transport	establishment of localization|transport|single-organism transport	GO:0051234|GO:0006810|GO:0044765
GO:0015849	organic acid transport	establishment of localization|transport|organic substance transport	GO:0051234|GO:0006810|GO:0071702
GO:0015851	nucleobase transport	single-organism localization|single-organism transport	GO:1902578|GO:0044765
GO:0015851	nucleobase transport	establishment of localization|transport|single-organism transport	GO:0051234|GO:0006810|GO:0044765
GO:0015851	nucleobase transport	establishment of localization|transport|organic substance transport	GO:0051234|GO:0006810|GO:0071702
GO:0015851	nucleobase transport	establishment of localization|transport|nitrogen compound transport	GO:0051234|GO:0006810|GO:0071705
GO:0015858	nucleoside transport	single-organism localization|single-organism transport|carbohydrate derivative transport	GO:1902578|GO:0044765|GO:1901264
GO:0015858	nucleoside transport	establishment of localization|transport|single-organism transport|carbohydrate derivative transport	GO:0051234|GO:0006810|GO:0044765|GO:1901264
GO:0015858	nucleoside transport	establishment of localization|transport|organic substance transport|carbohydrate derivative transport	GO:0051234|GO:0006810|GO:0071702|GO:1901264
GO:0015858	nucleoside transport	establishment of localization|transport|organic substance transport|nucleobase-containing compound transport	GO:0051234|GO:0006810|GO:0071702|GO:0015931
GO:0015858	nucleoside transport	establishment of localization|transport|nitrogen compound transport|nucleobase-containing compound transport	GO:0051234|GO:0006810|GO:0071705|GO:0015931
GO:0015871	choline transport	establishment of localization|transport|ion transport|cation transport|ammonium transport	GO:0051234|GO:0006810|GO:0006811|GO:0006812|GO:0015696
GO:0015871	choline transport	establishment of localization|transport|nitrogen compound transport|ammonium transport	GO:0051234|GO:0006810|GO:0071705|GO:0015696
GO:0015878	biotin transport	single-organism localization|single-organism transport|cofactor transport	GO:1902578|GO:0044765|GO:0051181
GO:0015878	biotin transport	establishment of localization|transport|single-organism transport|cofactor transport	GO:0051234|GO:0006810|GO:0044765|GO:0051181
GO:0015878	biotin transport	establishment of localization|transport|ion transport|anion transport|organic anion transport|carboxylic acid transport|monocarboxylic acid transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015711|GO:0046942|GO:0015718
GO:0015878	biotin transport	establishment of localization|transport|organic substance transport|organic anion transport|carboxylic acid transport|monocarboxylic acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015711|GO:0046942|GO:0015718
GO:0015878	biotin transport	single-organism localization|single-organism transport|vitamin transport	GO:1902578|GO:0044765|GO:0051180
GO:0015878	biotin transport	establishment of localization|transport|single-organism transport|vitamin transport	GO:0051234|GO:0006810|GO:0044765|GO:0051180
GO:0015884	folic acid transport	single-organism localization|single-organism transport|cofactor transport	GO:1902578|GO:0044765|GO:0051181
GO:0015884	folic acid transport	establishment of localization|transport|single-organism transport|cofactor transport	GO:0051234|GO:0006810|GO:0044765|GO:0051181
GO:0015884	folic acid transport	single-organism localization|single-organism transport|organic acid transport	GO:1902578|GO:0044765|GO:0015849
GO:0015884	folic acid transport	establishment of localization|transport|single-organism transport|organic acid transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849
GO:0015884	folic acid transport	establishment of localization|transport|organic substance transport|organic acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849
GO:0015884	folic acid transport	establishment of localization|transport|organic substance transport|modified amino acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0072337
GO:0015884	folic acid transport	establishment of localization|transport|nitrogen compound transport|modified amino acid transport	GO:0051234|GO:0006810|GO:0071705|GO:0072337
