term	name	parent_names	parent_ids
GO:0030253	protein secretion by the type I secretion system	establishment of localization|transport|single-organism transport|secretion|secretion by cell|protein secretion	GO:0051234|GO:0006810|GO:0044765|GO:0046903|GO:0032940|GO:0009306
GO:0030254	protein secretion by the type III secretion system	establishment of localization|transport|transmembrane transport|protein transmembrane transport	GO:0051234|GO:0006810|GO:0055085|GO:0071806
GO:0030254	protein secretion by the type III secretion system	establishment of localization|establishment of protein localization|protein transport|protein transmembrane transport	GO:0051234|GO:0045184|GO:0015031|GO:0071806
GO:0030254	protein secretion by the type III secretion system	establishment of localization|transport|organic substance transport|protein transport|protein transmembrane transport	GO:0051234|GO:0006810|GO:0071702|GO:0015031|GO:0071806
GO:0030254	protein secretion by the type III secretion system	macromolecule localization|protein localization|protein transport|protein transmembrane transport	GO:0033036|GO:0008104|GO:0015031|GO:0071806
GO:0030254	protein secretion by the type III secretion system	establishment of localization|establishment of protein localization|protein transport|protein secretion	GO:0051234|GO:0045184|GO:0015031|GO:0009306
GO:0030254	protein secretion by the type III secretion system	establishment of localization|transport|organic substance transport|protein transport|protein secretion	GO:0051234|GO:0006810|GO:0071702|GO:0015031|GO:0009306
GO:0030254	protein secretion by the type III secretion system	macromolecule localization|protein localization|protein transport|protein secretion	GO:0033036|GO:0008104|GO:0015031|GO:0009306
GO:0030254	protein secretion by the type III secretion system	single-organism localization|single-organism transport|secretion|secretion by cell|protein secretion	GO:1902578|GO:0044765|GO:0046903|GO:0032940|GO:0009306
GO:0030254	protein secretion by the type III secretion system	establishment of localization|transport|single-organism transport|secretion|secretion by cell|protein secretion	GO:0051234|GO:0006810|GO:0044765|GO:0046903|GO:0032940|GO:0009306
GO:0030255	protein secretion by the type IV secretion system	single-organism localization|single-organism transport|secretion|secretion by cell|secretion by the type IV secretion system	GO:1902578|GO:0044765|GO:0046903|GO:0032940|GO:0044097
GO:0030255	protein secretion by the type IV secretion system	establishment of localization|transport|single-organism transport|secretion|secretion by cell|secretion by the type IV secretion system	GO:0051234|GO:0006810|GO:0044765|GO:0046903|GO:0032940|GO:0044097
GO:0030255	protein secretion by the type IV secretion system	establishment of localization|establishment of protein localization|protein transport|protein secretion	GO:0051234|GO:0045184|GO:0015031|GO:0009306
GO:0030255	protein secretion by the type IV secretion system	establishment of localization|transport|organic substance transport|protein transport|protein secretion	GO:0051234|GO:0006810|GO:0071702|GO:0015031|GO:0009306
GO:0030255	protein secretion by the type IV secretion system	macromolecule localization|protein localization|protein transport|protein secretion	GO:0033036|GO:0008104|GO:0015031|GO:0009306
GO:0030255	protein secretion by the type IV secretion system	single-organism localization|single-organism transport|secretion|secretion by cell|protein secretion	GO:1902578|GO:0044765|GO:0046903|GO:0032940|GO:0009306
GO:0030255	protein secretion by the type IV secretion system	establishment of localization|transport|single-organism transport|secretion|secretion by cell|protein secretion	GO:0051234|GO:0006810|GO:0044765|GO:0046903|GO:0032940|GO:0009306
GO:0030255	protein secretion by the type IV secretion system	establishment of localization|transport|transmembrane transport|protein transmembrane transport	GO:0051234|GO:0006810|GO:0055085|GO:0071806
GO:0030255	protein secretion by the type IV secretion system	establishment of localization|establishment of protein localization|protein transport|protein transmembrane transport	GO:0051234|GO:0045184|GO:0015031|GO:0071806
GO:0030255	protein secretion by the type IV secretion system	establishment of localization|transport|organic substance transport|protein transport|protein transmembrane transport	GO:0051234|GO:0006810|GO:0071702|GO:0015031|GO:0071806
GO:0030255	protein secretion by the type IV secretion system	macromolecule localization|protein localization|protein transport|protein transmembrane transport	GO:0033036|GO:0008104|GO:0015031|GO:0071806
GO:0030321	transepithelial chloride transport	single-organism localization|single-organism transport|transepithelial transport	GO:1902578|GO:0044765|GO:0070633
GO:0030321	transepithelial chloride transport	establishment of localization|transport|single-organism transport|transepithelial transport	GO:0051234|GO:0006810|GO:0044765|GO:0070633
GO:0030321	transepithelial chloride transport	establishment of localization|transport|ion transport|anion transport|inorganic anion transport|chloride transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015698|GO:0006821
GO:0030974	thiamine pyrophosphate transport	single-organism localization|single-organism transport|organophosphate ester transport	GO:1902578|GO:0044765|GO:0015748
GO:0030974	thiamine pyrophosphate transport	establishment of localization|transport|single-organism transport|organophosphate ester transport	GO:0051234|GO:0006810|GO:0044765|GO:0015748
GO:0030974	thiamine pyrophosphate transport	establishment of localization|transport|organic substance transport|organophosphate ester transport	GO:0051234|GO:0006810|GO:0071702|GO:0015748
GO:0030974	thiamine pyrophosphate transport	establishment of localization|transport|nitrogen compound transport	GO:0051234|GO:0006810|GO:0071705
GO:0030974	thiamine pyrophosphate transport	single-organism localization|single-organism transport|cofactor transport	GO:1902578|GO:0044765|GO:0051181
GO:0030974	thiamine pyrophosphate transport	establishment of localization|transport|single-organism transport|cofactor transport	GO:0051234|GO:0006810|GO:0044765|GO:0051181
GO:0031144	proteasome localization	macromolecule localization|cellular macromolecule localization|cellular protein localization|cellular protein complex localization	GO:0033036|GO:0070727|GO:0034613|GO:0034629
GO:0031144	proteasome localization	cellular localization|cellular macromolecule localization|cellular protein localization|cellular protein complex localization	GO:0051641|GO:0070727|GO:0034613|GO:0034629
GO:0031144	proteasome localization	macromolecule localization|cellular macromolecule localization|cellular protein localization|cellular protein complex localization	GO:0033036|GO:0070727|GO:0034613|GO:0034629
GO:0031144	proteasome localization	cellular localization|cellular macromolecule localization|cellular protein localization|cellular protein complex localization	GO:0051641|GO:0070727|GO:0034613|GO:0034629
GO:0031144	proteasome localization	macromolecule localization|protein localization|protein complex localization|cellular protein complex localization	GO:0033036|GO:0008104|GO:0031503|GO:0034629
GO:0031204	posttranslational protein targeting to membrane, translocation	establishment of localization|transport|transmembrane transport|protein transmembrane transport|intracellular protein transmembrane transport	GO:0051234|GO:0006810|GO:0055085|GO:0071806|GO:0065002
GO:0031204	posttranslational protein targeting to membrane, translocation	establishment of localization|establishment of protein localization|protein transport|protein transmembrane transport|intracellular protein transmembrane transport	GO:0051234|GO:0045184|GO:0015031|GO:0071806|GO:0065002
GO:0031204	posttranslational protein targeting to membrane, translocation	establishment of localization|transport|organic substance transport|protein transport|protein transmembrane transport|intracellular protein transmembrane transport	GO:0051234|GO:0006810|GO:0071702|GO:0015031|GO:0071806|GO:0065002
GO:0031204	posttranslational protein targeting to membrane, translocation	macromolecule localization|protein localization|protein transport|protein transmembrane transport|intracellular protein transmembrane transport	GO:0033036|GO:0008104|GO:0015031|GO:0071806|GO:0065002
GO:0031204	posttranslational protein targeting to membrane, translocation	cellular localization|intracellular transport|intracellular protein transport|intracellular protein transmembrane transport	GO:0051641|GO:0046907|GO:0006886|GO:0065002
GO:0031204	posttranslational protein targeting to membrane, translocation	establishment of localization|establishment of localization in cell|intracellular transport|intracellular protein transport|intracellular protein transmembrane transport	GO:0051234|GO:0051649|GO:0046907|GO:0006886|GO:0065002
GO:0031204	posttranslational protein targeting to membrane, translocation	establishment of localization|transport|intracellular transport|intracellular protein transport|intracellular protein transmembrane transport	GO:0051234|GO:0006810|GO:0046907|GO:0006886|GO:0065002
GO:0031204	posttranslational protein targeting to membrane, translocation	cellular localization|intracellular transport|intracellular protein transport|intracellular protein transmembrane transport	GO:0051641|GO:0046907|GO:0006886|GO:0065002
GO:0031204	posttranslational protein targeting to membrane, translocation	establishment of localization|establishment of localization in cell|intracellular transport|intracellular protein transport|intracellular protein transmembrane transport	GO:0051234|GO:0051649|GO:0046907|GO:0006886|GO:0065002
GO:0031204	posttranslational protein targeting to membrane, translocation	establishment of localization|transport|intracellular transport|intracellular protein transport|intracellular protein transmembrane transport	GO:0051234|GO:0006810|GO:0046907|GO:0006886|GO:0065002
GO:0032065	cortical protein anchoring	single-organism localization|maintenance of location in cell|maintenance of protein location in cell|cytoplasmic sequestering of protein	GO:1902578|GO:0051651|GO:0032507|GO:0051220
GO:0032065	cortical protein anchoring	maintenance of location|maintenance of location in cell|maintenance of protein location in cell|cytoplasmic sequestering of protein	GO:0051235|GO:0051651|GO:0032507|GO:0051220
GO:0032065	cortical protein anchoring	maintenance of location|maintenance of protein location|maintenance of protein location in cell|cytoplasmic sequestering of protein	GO:0051235|GO:0045185|GO:0032507|GO:0051220
GO:0032218	riboflavin transport	establishment of localization|transport|nitrogen compound transport	GO:0051234|GO:0006810|GO:0071705
GO:0032218	riboflavin transport	establishment of localization|transport|organic substance transport	GO:0051234|GO:0006810|GO:0071702
GO:0032218	riboflavin transport	single-organism localization|single-organism transport|vitamin transport	GO:1902578|GO:0044765|GO:0051180
GO:0032218	riboflavin transport	establishment of localization|transport|single-organism transport|vitamin transport	GO:0051234|GO:0006810|GO:0044765|GO:0051180
GO:0032328	alanine transport	single-organism localization|single-organism transport|organic acid transport|amino acid transport|neutral amino acid transport	GO:1902578|GO:0044765|GO:0015849|GO:0006865|GO:0015804
GO:0032328	alanine transport	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport|neutral amino acid transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865|GO:0015804
GO:0032328	alanine transport	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport|neutral amino acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865|GO:0015804
GO:0032328	alanine transport	single-organism localization|single-organism transport|organic acid transport|amino acid transport|neutral amino acid transport	GO:1902578|GO:0044765|GO:0015849|GO:0006865|GO:0015804
GO:0032328	alanine transport	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport|neutral amino acid transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865|GO:0015804
GO:0032328	alanine transport	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport|neutral amino acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865|GO:0015804
GO:0032328	alanine transport	establishment of localization|transport|ion transport|anion transport|organic anion transport|carboxylic acid transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015711|GO:0046942
GO:0032328	alanine transport	establishment of localization|transport|organic substance transport|organic anion transport|carboxylic acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015711|GO:0046942
GO:0032402	melanosome transport	single-organism localization|single-organism transport|pigment granule transport	GO:1902578|GO:0044765|GO:0051904
GO:0032402	melanosome transport	establishment of localization|transport|single-organism transport|pigment granule transport	GO:0051234|GO:0006810|GO:0044765|GO:0051904
GO:0032402	melanosome transport	cellular localization|single-organism cellular localization|pigment granule transport	GO:0051641|GO:1902580|GO:0051904
GO:0032402	melanosome transport	single-organism localization|single-organism cellular localization|pigment granule transport	GO:1902578|GO:1902580|GO:0051904
GO:0032402	melanosome transport	cellular localization|organelle localization|vesicle localization|establishment of vesicle localization|establishment of pigment granule localization|pigment granule transport	GO:0051641|GO:0051640|GO:0051648|GO:0051650|GO:0051905|GO:0051904
GO:0032402	melanosome transport	establishment of localization|establishment of localization in cell|establishment of vesicle localization|establishment of pigment granule localization|pigment granule transport	GO:0051234|GO:0051649|GO:0051650|GO:0051905|GO:0051904
GO:0032402	melanosome transport	cellular localization|organelle localization|establishment of organelle localization|establishment of vesicle localization|establishment of pigment granule localization|pigment granule transport	GO:0051641|GO:0051640|GO:0051656|GO:0051650|GO:0051905|GO:0051904
GO:0032402	melanosome transport	establishment of localization|establishment of organelle localization|establishment of vesicle localization|establishment of pigment granule localization|pigment granule transport	GO:0051234|GO:0051656|GO:0051650|GO:0051905|GO:0051904
GO:0032402	melanosome transport	cellular localization|organelle localization|vesicle localization|pigment granule localization|pigment granule transport	GO:0051641|GO:0051640|GO:0051648|GO:0051875|GO:0051904
GO:0032402	melanosome transport	cellular localization|organelle localization|vesicle localization|establishment of vesicle localization|establishment of pigment granule localization|establishment of melanosome localization	GO:0051641|GO:0051640|GO:0051648|GO:0051650|GO:0051905|GO:0032401
GO:0032402	melanosome transport	establishment of localization|establishment of localization in cell|establishment of vesicle localization|establishment of pigment granule localization|establishment of melanosome localization	GO:0051234|GO:0051649|GO:0051650|GO:0051905|GO:0032401
GO:0032402	melanosome transport	cellular localization|organelle localization|establishment of organelle localization|establishment of vesicle localization|establishment of pigment granule localization|establishment of melanosome localization	GO:0051641|GO:0051640|GO:0051656|GO:0051650|GO:0051905|GO:0032401
GO:0032402	melanosome transport	establishment of localization|establishment of organelle localization|establishment of vesicle localization|establishment of pigment granule localization|establishment of melanosome localization	GO:0051234|GO:0051656|GO:0051650|GO:0051905|GO:0032401
GO:0032402	melanosome transport	cellular localization|organelle localization|vesicle localization|pigment granule localization|melanosome localization	GO:0051641|GO:0051640|GO:0051648|GO:0051875|GO:0032400
GO:0032439	endosome localization	cellular localization|organelle localization|vesicle localization	GO:0051641|GO:0051640|GO:0051648
GO:0032472	Golgi calcium ion transport	establishment of localization|transport|ion transport|cation transport|metal ion transport|divalent metal ion transport|calcium ion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006812|GO:0030001|GO:0070838|GO:0006816
GO:0032472	Golgi calcium ion transport	establishment of localization|transport|ion transport|cation transport|divalent inorganic cation transport|divalent metal ion transport|calcium ion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006812|GO:0072511|GO:0070838|GO:0006816
GO:0032509	endosome transport via multivesicular body sorting pathway	establishment of localization|transport|endosomal transport	GO:0051234|GO:0006810|GO:0016197
GO:0032979	protein insertion into mitochondrial membrane from inner side	establishment of localization|establishment of protein localization|establishment of protein localization to membrane|protein insertion into membrane|protein insertion into mitochondrial membrane	GO:0051234|GO:0045184|GO:0090150|GO:0051205|GO:0051204
GO:0032979	protein insertion into mitochondrial membrane from inner side	establishment of localization|establishment of localization in cell|protein insertion into mitochondrial membrane	GO:0051234|GO:0051649|GO:0051204
GO:0032979	protein insertion into mitochondrial membrane from inner side	single-organism localization|protein insertion into mitochondrial membrane	GO:1902578|GO:0051204
GO:0032979	protein insertion into mitochondrial membrane from inner side	establishment of localization|establishment of protein localization|establishment of protein localization to organelle|establishment of protein localization to mitochondrion|protein insertion into mitochondrial membrane	GO:0051234|GO:0045184|GO:0072594|GO:0072655|GO:0051204
GO:0032979	protein insertion into mitochondrial membrane from inner side	establishment of localization|establishment of protein localization|establishment of protein localization to membrane|protein insertion into membrane|protein insertion into membrane from inner side	GO:0051234|GO:0045184|GO:0090150|GO:0051205|GO:0032978
GO:0033103	protein secretion by the type VI secretion system	establishment of localization|transport|transmembrane transport|protein transmembrane transport	GO:0051234|GO:0006810|GO:0055085|GO:0071806
GO:0033103	protein secretion by the type VI secretion system	establishment of localization|establishment of protein localization|protein transport|protein transmembrane transport	GO:0051234|GO:0045184|GO:0015031|GO:0071806
GO:0033103	protein secretion by the type VI secretion system	establishment of localization|transport|organic substance transport|protein transport|protein transmembrane transport	GO:0051234|GO:0006810|GO:0071702|GO:0015031|GO:0071806
GO:0033103	protein secretion by the type VI secretion system	macromolecule localization|protein localization|protein transport|protein transmembrane transport	GO:0033036|GO:0008104|GO:0015031|GO:0071806
GO:0033103	protein secretion by the type VI secretion system	establishment of localization|establishment of protein localization|protein transport|protein secretion	GO:0051234|GO:0045184|GO:0015031|GO:0009306
GO:0033103	protein secretion by the type VI secretion system	establishment of localization|transport|organic substance transport|protein transport|protein secretion	GO:0051234|GO:0006810|GO:0071702|GO:0015031|GO:0009306
GO:0033103	protein secretion by the type VI secretion system	macromolecule localization|protein localization|protein transport|protein secretion	GO:0033036|GO:0008104|GO:0015031|GO:0009306
GO:0033103	protein secretion by the type VI secretion system	single-organism localization|single-organism transport|secretion|secretion by cell|protein secretion	GO:1902578|GO:0044765|GO:0046903|GO:0032940|GO:0009306
GO:0033103	protein secretion by the type VI secretion system	establishment of localization|transport|single-organism transport|secretion|secretion by cell|protein secretion	GO:0051234|GO:0006810|GO:0044765|GO:0046903|GO:0032940|GO:0009306
GO:0033223	2-aminoethylphosphonate transport	single-organism localization|single-organism transport	GO:1902578|GO:0044765
GO:0033223	2-aminoethylphosphonate transport	establishment of localization|transport|single-organism transport	GO:0051234|GO:0006810|GO:0044765
GO:0033223	2-aminoethylphosphonate transport	establishment of localization|transport|organic substance transport	GO:0051234|GO:0006810|GO:0071702
GO:0033223	2-aminoethylphosphonate transport	establishment of localization|transport|nitrogen compound transport	GO:0051234|GO:0006810|GO:0071705
GO:0033227	dsRNA transport	single-organism localization|single-organism transport	GO:1902578|GO:0044765
GO:0033227	dsRNA transport	establishment of localization|transport|single-organism transport	GO:0051234|GO:0006810|GO:0044765
GO:0033227	dsRNA transport	establishment of localization|transport|organic substance transport|nucleobase-containing compound transport|nucleic acid transport|RNA transport	GO:0051234|GO:0006810|GO:0071702|GO:0015931|GO:0050657|GO:0050658
GO:0033227	dsRNA transport	establishment of localization|transport|nitrogen compound transport|nucleobase-containing compound transport|nucleic acid transport|RNA transport	GO:0051234|GO:0006810|GO:0071705|GO:0015931|GO:0050657|GO:0050658
GO:0033227	dsRNA transport	establishment of localization|establishment of RNA localization|RNA transport	GO:0051234|GO:0051236|GO:0050658
GO:0033228	cysteine export	single-organism localization|single-organism transport|organic acid transport|amino acid transport|amino acid export	GO:1902578|GO:0044765|GO:0015849|GO:0006865|GO:0032973
GO:0033228	cysteine export	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport|amino acid export	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865|GO:0032973
GO:0033228	cysteine export	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport|amino acid export	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865|GO:0032973
GO:0033228	cysteine export	single-organism localization|single-organism transport|organic acid transport|amino acid transport|amino acid export	GO:1902578|GO:0044765|GO:0015849|GO:0006865|GO:0032973
GO:0033228	cysteine export	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport|amino acid export	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865|GO:0032973
GO:0033228	cysteine export	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport|amino acid export	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865|GO:0032973
GO:0033228	cysteine export	single-organism localization|single-organism transport|organic acid transport|amino acid transport|neutral amino acid transport|cysteine transport	GO:1902578|GO:0044765|GO:0015849|GO:0006865|GO:0015804|GO:0042883
GO:0033228	cysteine export	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport|neutral amino acid transport|cysteine transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865|GO:0015804|GO:0042883
GO:0033228	cysteine export	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport|neutral amino acid transport|cysteine transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865|GO:0015804|GO:0042883
GO:0033228	cysteine export	single-organism localization|single-organism transport|organic acid transport|amino acid transport|neutral amino acid transport|cysteine transport	GO:1902578|GO:0044765|GO:0015849|GO:0006865|GO:0015804|GO:0042883
GO:0033228	cysteine export	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport|neutral amino acid transport|cysteine transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865|GO:0015804|GO:0042883
GO:0033228	cysteine export	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport|neutral amino acid transport|cysteine transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865|GO:0015804|GO:0042883
GO:0033228	cysteine export	single-organism localization|single-organism transport|organic acid transport|amino acid transport|sulfur amino acid transport|cysteine transport	GO:1902578|GO:0044765|GO:0015849|GO:0006865|GO:0000101|GO:0042883
GO:0033228	cysteine export	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport|sulfur amino acid transport|cysteine transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865|GO:0000101|GO:0042883
GO:0033228	cysteine export	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport|sulfur amino acid transport|cysteine transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865|GO:0000101|GO:0042883
GO:0033228	cysteine export	single-organism localization|single-organism transport|organic acid transport|amino acid transport|sulfur amino acid transport|cysteine transport	GO:1902578|GO:0044765|GO:0015849|GO:0006865|GO:0000101|GO:0042883
GO:0033228	cysteine export	establishment of localization|transport|single-organism transport|organic acid transport|amino acid transport|sulfur amino acid transport|cysteine transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849|GO:0006865|GO:0000101|GO:0042883
GO:0033228	cysteine export	establishment of localization|transport|organic substance transport|organic acid transport|amino acid transport|sulfur amino acid transport|cysteine transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849|GO:0006865|GO:0000101|GO:0042883
GO:0033228	cysteine export	single-organism localization|single-organism transport|sulfur compound transport|sulfur amino acid transport|cysteine transport	GO:1902578|GO:0044765|GO:0072348|GO:0000101|GO:0042883
GO:0033228	cysteine export	establishment of localization|transport|single-organism transport|sulfur compound transport|sulfur amino acid transport|cysteine transport	GO:0051234|GO:0006810|GO:0044765|GO:0072348|GO:0000101|GO:0042883
GO:0033231	carbohydrate export	single-organism localization|single-organism transport|carbohydrate transport	GO:1902578|GO:0044765|GO:0008643
GO:0033231	carbohydrate export	establishment of localization|transport|single-organism transport|carbohydrate transport	GO:0051234|GO:0006810|GO:0044765|GO:0008643
GO:0033231	carbohydrate export	establishment of localization|transport|organic substance transport|carbohydrate transport	GO:0051234|GO:0006810|GO:0071702|GO:0008643
GO:0033308	hydroxyectoine transport	single-organism localization|single-organism transport|organic acid transport	GO:1902578|GO:0044765|GO:0015849
GO:0033308	hydroxyectoine transport	establishment of localization|transport|single-organism transport|organic acid transport	GO:0051234|GO:0006810|GO:0044765|GO:0015849
GO:0033308	hydroxyectoine transport	establishment of localization|transport|organic substance transport|organic acid transport	GO:0051234|GO:0006810|GO:0071702|GO:0015849
GO:0033308	hydroxyectoine transport	single-organism localization|single-organism transport|organic hydroxy compound transport	GO:1902578|GO:0044765|GO:0015850
GO:0033308	hydroxyectoine transport	establishment of localization|transport|single-organism transport|organic hydroxy compound transport	GO:0051234|GO:0006810|GO:0044765|GO:0015850
GO:0033308	hydroxyectoine transport	establishment of localization|transport|organic substance transport|organic hydroxy compound transport	GO:0051234|GO:0006810|GO:0071702|GO:0015850
GO:0033308	hydroxyectoine transport	establishment of localization|transport|nitrogen compound transport	GO:0051234|GO:0006810|GO:0071705
GO:0033566	gamma-tubulin complex localization	macromolecule localization|cellular macromolecule localization|cellular protein localization|cellular protein complex localization	GO:0033036|GO:0070727|GO:0034613|GO:0034629
GO:0033566	gamma-tubulin complex localization	cellular localization|cellular macromolecule localization|cellular protein localization|cellular protein complex localization	GO:0051641|GO:0070727|GO:0034613|GO:0034629
GO:0033566	gamma-tubulin complex localization	macromolecule localization|cellular macromolecule localization|cellular protein localization|cellular protein complex localization	GO:0033036|GO:0070727|GO:0034613|GO:0034629
GO:0033566	gamma-tubulin complex localization	cellular localization|cellular macromolecule localization|cellular protein localization|cellular protein complex localization	GO:0051641|GO:0070727|GO:0034613|GO:0034629
GO:0033566	gamma-tubulin complex localization	macromolecule localization|protein localization|protein complex localization|cellular protein complex localization	GO:0033036|GO:0008104|GO:0031503|GO:0034629
GO:0034219	carbohydrate transmembrane transport	single-organism localization|single-organism transport|carbohydrate transport	GO:1902578|GO:0044765|GO:0008643
GO:0034219	carbohydrate transmembrane transport	establishment of localization|transport|single-organism transport|carbohydrate transport	GO:0051234|GO:0006810|GO:0044765|GO:0008643
GO:0034219	carbohydrate transmembrane transport	establishment of localization|transport|organic substance transport|carbohydrate transport	GO:0051234|GO:0006810|GO:0071702|GO:0008643
GO:0034219	carbohydrate transmembrane transport	establishment of localization|transport|transmembrane transport	GO:0051234|GO:0006810|GO:0055085
GO:0034220	ion transmembrane transport	establishment of localization|transport|transmembrane transport	GO:0051234|GO:0006810|GO:0055085
GO:0034220	ion transmembrane transport	establishment of localization|transport|ion transport	GO:0051234|GO:0006810|GO:0006811
GO:0034229	ethanolamine transport	establishment of localization|transport|organic substance transport|amine transport	GO:0051234|GO:0006810|GO:0071702|GO:0015837
GO:0034229	ethanolamine transport	establishment of localization|transport|nitrogen compound transport|amine transport	GO:0051234|GO:0006810|GO:0071705|GO:0015837
GO:0034229	ethanolamine transport	single-organism localization|single-organism transport|organic hydroxy compound transport	GO:1902578|GO:0044765|GO:0015850
GO:0034229	ethanolamine transport	establishment of localization|transport|single-organism transport|organic hydroxy compound transport	GO:0051234|GO:0006810|GO:0044765|GO:0015850
GO:0034229	ethanolamine transport	establishment of localization|transport|organic substance transport|organic hydroxy compound transport	GO:0051234|GO:0006810|GO:0071702|GO:0015850
GO:0034258	nicotinamide riboside transport	single-organism localization|single-organism transport|carbohydrate derivative transport|nucleoside transport	GO:1902578|GO:0044765|GO:1901264|GO:0015858
GO:0034258	nicotinamide riboside transport	establishment of localization|transport|single-organism transport|carbohydrate derivative transport|nucleoside transport	GO:0051234|GO:0006810|GO:0044765|GO:1901264|GO:0015858
GO:0034258	nicotinamide riboside transport	establishment of localization|transport|organic substance transport|carbohydrate derivative transport|nucleoside transport	GO:0051234|GO:0006810|GO:0071702|GO:1901264|GO:0015858
GO:0034258	nicotinamide riboside transport	establishment of localization|transport|organic substance transport|nucleobase-containing compound transport|nucleoside transport	GO:0051234|GO:0006810|GO:0071702|GO:0015931|GO:0015858
GO:0034258	nicotinamide riboside transport	establishment of localization|transport|nitrogen compound transport|nucleobase-containing compound transport|nucleoside transport	GO:0051234|GO:0006810|GO:0071705|GO:0015931|GO:0015858
GO:0034755	iron ion transmembrane transport	establishment of localization|transport|ion transport|cation transport|metal ion transport|transition metal ion transport|iron ion transport	GO:0051234|GO:0006810|GO:0006811|GO:0006812|GO:0030001|GO:0000041|GO:0006826
GO:0034755	iron ion transmembrane transport	establishment of localization|transport|transmembrane transport|ion transmembrane transport|cation transmembrane transport|inorganic cation transmembrane transport	GO:0051234|GO:0006810|GO:0055085|GO:0034220|GO:0098655|GO:0098662
GO:0034755	iron ion transmembrane transport	establishment of localization|transport|ion transport|ion transmembrane transport|cation transmembrane transport|inorganic cation transmembrane transport	GO:0051234|GO:0006810|GO:0006811|GO:0034220|GO:0098655|GO:0098662
GO:0034755	iron ion transmembrane transport	establishment of localization|transport|ion transport|cation transport|cation transmembrane transport|inorganic cation transmembrane transport	GO:0051234|GO:0006810|GO:0006811|GO:0006812|GO:0098655|GO:0098662
GO:0034755	iron ion transmembrane transport	establishment of localization|transport|transmembrane transport|ion transmembrane transport|inorganic ion transmembrane transport|inorganic cation transmembrane transport	GO:0051234|GO:0006810|GO:0055085|GO:0034220|GO:0098660|GO:0098662
GO:0034755	iron ion transmembrane transport	establishment of localization|transport|ion transport|ion transmembrane transport|inorganic ion transmembrane transport|inorganic cation transmembrane transport	GO:0051234|GO:0006810|GO:0006811|GO:0034220|GO:0098660|GO:0098662
GO:0035429	gluconate transmembrane transport	establishment of localization|transport|transmembrane transport|ion transmembrane transport|anion transmembrane transport	GO:0051234|GO:0006810|GO:0055085|GO:0034220|GO:0098656
GO:0035429	gluconate transmembrane transport	establishment of localization|transport|ion transport|ion transmembrane transport|anion transmembrane transport	GO:0051234|GO:0006810|GO:0006811|GO:0034220|GO:0098656
GO:0035429	gluconate transmembrane transport	establishment of localization|transport|ion transport|anion transport|anion transmembrane transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0098656
GO:0035429	gluconate transmembrane transport	establishment of localization|transport|ion transport|anion transport|organic anion transport|carboxylic acid transport|monocarboxylic acid transport|aldonate transport|gluconate transport	GO:0051234|GO:0006810|GO:0006811|GO:0006820|GO:0015711|GO:0046942|GO:0015718|GO:0042873|GO:0015725
GO:0035429	gluconate transmembrane transport	establishment of localization|transport|organic substance transport|organic anion transport|carboxylic acid transport|monocarboxylic acid transport|aldonate transport|gluconate transport	GO:0051234|GO:0006810|GO:0071702|GO:0015711|GO:0046942|GO:0015718|GO:0042873|GO:0015725
